827,"Эксперт по научной поддержке (Тренер - по продукту)","<a itemprop=""hiringOrganization"" href=""/employer/333""> CONSORT Group</a>"," CONSORT Group","от 50 000 руб.",Москва,"1–3 года",,"Высшее образование (строго ветеринарное)  Опыт работы не (вет. врачом) не менее 1 года Опытный пользователь компьютера (Важен Excel, Power Point) Знание анатомии и физиологии животных, заболеваний животных и их лечения. Преимуществом является опыт работы в зообизнесе, ветеринарии, кормовых компаниях. Желателен опыт в крупной компании, на аналогичной должности. Права категории B, опыт вождения от 2х лет Коммуникабельность, активность, ответственность.",NULL,"Предоставление автомобиля и транспортной карты Белая заработная плата 50 000 - 55 000 гросс, годовой бонус 20% Социальный пакет (ДМС, страхование жизни и длительной нетрудоспособности, после испытательного срока) Оплата мобильной связи График работы: 9.00 - 18.00 (5 дней в неделю) Оформление в штат компании (декретная ставка).",,,"Полная занятость, полный день",2015-01-19T12:24:16.299+03:00,5f5505f8b85f88493cb439982352920b
828,"Менеджер торгового отдела","<a itemprop=""hiringOrganization"" href=""/employer/1261214""> Эксперт, Дальневосточный центр кадровых технологий</a>"," Эксперт, Дальневосточный центр кадровых технологий","от 15 000 до 30 000 руб.",Владивосток,"1–3 года",,"Опыт работы в программе 1С.",NULL,"Заработная плата: Оклад + процент от продаж; График работы Пн. - Пт. с 9:00 до 18:00 Оплата питания; Обучение новых сотрудников; Работа в офисе в районе 3-ей Рабочей; Официальное трудоустройство; Дружный коллектив.",,,"Полная занятость, полный день",2015-01-21T04:17:09.816+03:00,fb931f13316a12e123a3e1f544599a67
829,Лаборант,"<a itemprop=""hiringOrganization"" href=""/employer/1708124""> КГБУЗ Родильный дом № 3</a>"," КГБУЗ Родильный дом № 3","от 15 000 руб.",Комсомольск-на-Амуре,"не требуется",,,NULL,,,"Комсомольск-на-Амуре, Октябрьский проспект, 37","Полная занятость, гибкий график",2015-01-21T03:32:05.466+03:00,5b85dd95a847b53f2d4f8907d071161a
830,"Registration Specialist","<a itemprop=""hiringOrganization"" href=""/employer/89537""> Adecco Group Russia</a>"," Adecco Group Russia","з/п не указана",Москва,"не требуется",,,NULL,,,,"Полная занятость, полный день",2015-01-19T12:21:46.385+03:00,7438d88076810f2cb10390a5aa91daf3
831,"Врач неонатолог","<a itemprop=""hiringOrganization"" href=""/employer/1708124""> КГБУЗ Родильный дом № 3</a>"," КГБУЗ Родильный дом № 3","от 20 000 руб.",Комсомольск-на-Амуре,"не требуется",,"высшее профессиональное образование наличие сертификата специалиста",NULL,"обязательно собеседование работа в режиме гибкого рабочего времени предоставляются все социальные гарантии",,"Комсомольск-на-Амуре, Октябрьский проспект, 37","Полная занятость, гибкий график",2015-01-21T03:24:49.466+03:00,822a7d72688002a118bdd4e0d830dcf4
832,"Заведующая аптекой/заведующий","<a itemprop=""hiringOrganization"" href=""/employer/1727884"">ООО Аптека “Ясенево”</a>","ООО Аптека “Ясенево”","от 55 000 до 75 000 руб.","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #F07E24""></span>Калужская</span>","3–6 лет",,"Гражданство РФ; Опыт работы от 3 лет; Высшее профильное образование; Наличие сертификата специалиста; Наличие медицинской книжки.",NULL,,,"Москва, улица Академика Пилюгина, 12а, м. Калужская","Полная занятость, полный день",2015-01-21T02:49:45.143+03:00,13b6ec577c8c5135b24fb7dc2959a543
833,"Ветеринарный врач","<a itemprop=""hiringOrganization"" href=""/employer/18366""> TALEX, ГК</a>"," TALEX, ГК","з/п не указана",Грибановский,"3–6 лет",,"Высшее профильное образование(ветеринария). Опыт работы от 3-х лет в аналогичной должности (направление КРС)",NULL,"Режим работы: с 9-00 до 18-00 ч, выходные сб, вс Социальный пакет. Оформление по ТК РФ. Предоставление служебного жилья в случае переезда.",,,"Полная занятость, полный день",2015-01-19T12:12:22.339+03:00,16919423208fe5e27f5ac58b6eeff193
834,"Country Portfolio Leader (CPL)","<a itemprop=""hiringOrganization"" href=""/employer/4793?dpt=pfz-4793-EM""> Pfizer</a>"," Pfizer","з/п не указана",Москва,"3–6 лет",,,NULL,,,,"Полная занятость, полный день",,2a07950a88f66f7aa211ad0c7593116f
835,"Сервисный инженер по рентгенологическому оборудованию","<a itemprop=""hiringOrganization"" href=""/employer/13676""> MS Westfalia GmbH</a>"," MS Westfalia GmbH","з/п не указана","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #4FB04F""></span>Павелецкая</span>","1–3 года",,"Образование высшее (техническое); Дополнительное образование: курсы, тренинги, семинары по обслуживанию, ремонту медицинского рентгенологического оборудования и смежным областям; Опыт работы от 2 лет в области проведения сервисных операций в аналогичной должности; Опыт проведения работ по диагностике, освидетельствованию, монтажу и вводу в эксплуатацию, восстановлению работоспособности и техническому обслуживанию медицинского рентгенологического оборудования; Знание регламентов и методов проведения монтажа и ввода в эксплуатацию, ремонта, технического обслуживания, методов диагностики медицинского оборудования; Опыт проведения тренингов, обучающих программ по оборудованию; Свободное владение ПК, знание программ Microsoft Office, Outlook, 1C и т.д.; Английский язык – технический; Коммуникабельность; Готовность к командировкам.",NULL,"Оформление по ТК РФ, стабильная заработная плата + ежеквартальные бонусы, работа в коллективе профессионалов; Возможность карьерного и профессионального роста; Офис в центре Москвы (метро Павелецкая).",,"Москва, Дербеневская улица, 1/2, м. Павелецкая","Полная занятость, полный день",2015-01-19T12:05:37.397+03:00,bd5756f958c3e263909985e1c5ffa59b
836,"Координатор/Cпециалист по регистрации (подготовка нормативной документации)","<a itemprop=""hiringOrganization"" href=""/employer/52343""> SANDOZ</a>"," SANDOZ","з/п не указана",Москва,"1–3 года",,"Высшее образование соответствующего профиля (биологическое, химическое, медицинское, фармацевтическое) Желателен опыт работы на аналогичной должности Знание законодательства РФ в области производства и регистрации фармацевтических препаратов (как преимущество) Уверенное владение ПК и основными офисными программными инструментами Владение разговорным и письменным английским языком (Intermediate и выше) Внимательность к деталям, оперативность, быстрая обучаемость, проактивность, командный подход к работе",NULL,"Привлекательный уровень оплаты труда, наличие годового бонуса по результатам работы Медицинская страховка для сотрудника и детей Страхование жизни Компенсация питания Гибкое время начала и окончания рабочего дня Компенсация мобильной связи Доплата до среднего заработка в случае больничного на определенное количество дней Дополнительные дни отпуска Перспективы профессионального и карьерного роста",,"Москва, Ленинградский проспект, 72к3","Полная занятость, полный день",2015-01-20T21:59:42.285+03:00,2467fe6c57078044fbf725c5a88eac72
837,"Координатор / Cпециалист по регистрации (submissions)","<a itemprop=""hiringOrganization"" href=""/employer/52343""> SANDOZ</a>"," SANDOZ","з/п не указана",Москва,"1–3 года",,"Высшее образование соответствующего профиля (биологическое, химическое, медицинское, фармацевтическое) Желателен опыт работы на аналогичной должности Знание законодательства РФ в области производства и регистрации фармацевтических препаратов (как преимущество) Уверенное владение ПК и основными офисными программными инструментами Владение разговорным и письменным английским языком (Intermediate и выше) Внимательность к деталям, оперативность, быстрая обучаемость, проактивность, командный подход к работе",NULL,"Привлекательный уровень оплаты труда, наличие годового бонуса по результатам работы Медицинская страховка для сотрудника и детей Страхование жизни Компенсация питания Гибкое время начала и окончания рабочего дня Компенсация мобильной связи Доплата до среднего заработка в случае больничного на определенное количество дней Дополнительные дни отпуска Перспективы профессионального и карьерного роста",,"Москва, Ленинградский проспект, 72к3","Полная занятость, полный день",2015-01-20T21:59:42.273+03:00,df5418c983a49e57431b8d86bf241f35
838,"Market Access Manager CNS","<a itemprop=""hiringOrganization"" href=""/employer/2768""> Johnson &amp; Johnson</a>"," Johnson &amp; Johnson","з/п не указана","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #0072BA""></span>Крылатское</span>","3–6 лет",,,NULL,,,"Москва, Крылатская улица, 17К3, м. Крылатское","Полная занятость, полный день",2015-01-19T12:00:33.157+03:00,e83b78828ad1918b9900c9053abe914c
839,"Ведущий специалист по государственным закупкам (тендеры)","<a itemprop=""hiringOrganization"" href=""/employer/644366""> ГБОУ ВПО Российский национальный исследовательский медицинский университет им. Н.И. Пирогова</a>"," ГБОУ ВПО Российский национальный исследовательский медицинский университет им. Н.И. Пирогова","от 45 000 руб.","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #F07E24""></span>Коньково</span>, <span class=""metro-station""><span class=""metro-point"" style=""background: #E42313""></span>Юго-Западная</span>","1–3 года",,"высшее образование, дополнительное в области размещения гос.заказа, проведение торгов, опыт работы в области размещения заказа, в т.ч. работы с договорами обязателен. государственные закупки: котировки, конкурсы, электронные аукционы. знание специфики требований закона 223 - ФЗ и новой контрактной системы государственных закупок 44 - ФЗ владение пакетом MS Office на уровне уверенного пользователя. опыт работы на официальных сайтах, электронных площадках, программах маркетинговых исследований отличное знание законодательства по размещению заказов (проведению торгов), в т.ч. по 44-ФЗ, 223-ФЗ и ГК, знание специфики по размещению заказа в городе Москве аналитические способности, внимательность, ответственность, коммуникабельность, организованность, ориентированность на результат, инициативность, активность",NULL,,"полное соблюдение трудового законодательства РФ. социальный пакет. рабочий день с 09.00 до 18.00. Суббота и воскресенье – выходные дни. стабильная и своевременная &quot;Белая&quot; заработная плата. уровень компенсации обсуждается в индивидуальном порядке. медицинское обслуживание, столовая, охраняемая автостоянка. испытательный срок - 3 месяца.","Москва, улица Островитянова, 1с6, м. Коньково, м. Юго-Западная","Полная занятость, полный день",2015-01-20T21:47:15.239+03:00,69abd4784fd69fa82bb1dc9da475ebd9
840,"Управляющий сетью аптек","<a itemprop=""hiringOrganization"" href=""/employer/45333""> Ригла</a>"," Ригла","от 30 000 до 35 000 руб.",Казань,"3–6 лет",,"Высшее образование. Обязателен опыт работы в должности руководителя аптеки/ территориального менеджера/руководителя аптечной сети. Знание фармацевтического рынка региона. Желателен опыт построения и управления розничной сетью, опыт открытия аптек. Навыки анализа, бюджетирования, ведения переговоров на уровне первых лиц. Нацеленность на результат, высокая работоспособность в условиях многозадачности, умение создавать и работать в команде, стрессоустойчивость. Уверенный пользователь MS Office (MS Word, MS Excel). Наличие водительских прав, личного автомобиля.",NULL,"Оформление по ТК РФ, полный соцпакет. Компенсация ГСМ, аренды автомобиля, связи. Оплата: фиксированная часть+ ежемесячная премия по результатам работы, от 30000 до 35000 («на руки»).",,,"Полная занятость, полный день",2015-01-19T11:57:38.089+03:00,fe9c550c4a67b3ba37d631978920141e
841,"Менеджер по клиническим исследованиям","<a itemprop=""hiringOrganization"" href=""/employer/4548""> ПОЛИСАН, научно-технологическая фармацевтическая фирма</a>"," ПОЛИСАН, научно-технологическая фармацевтическая фирма","з/п не указана",Санкт-Петербург,"3–6 лет",,"Высшее медицинское образование; Опыт работы в практической медицине не менее 3 лет; Опыт научной работы является желаемым условием; Опыт работы по стандарту GCP является преимуществом; Опыт участия в клинических исследованиях является преимуществом.",NULL,"Оформление в соответствии с ТК РФ. Программа ДМС после испытательного срока. Рабочий день с 9:00 до 17:30. Офис в р-не ст. м. Лиговский пр.",,,"Полная занятость, полный день",2015-01-20T21:38:17.839+03:00,8fc2898607bc851e238cbafcc3e3ab59
842,"Медицинская сестра предрейсового осмотра","<a itemprop=""hiringOrganization"" href=""/employer/210448""> 2 автобусный парк ГУП г.Москвы Мосгортранс,Филиал</a>"," 2 автобусный парк ГУП г.Москвы Мосгортранс,Филиал","от 25 000 до 25 000 руб.",Москва,"1–3 года",,"Образование среднее специальное Наличие сертификата на права медицинского освидетельствования",NULL,"Заработная плата - 25 000 р. График работы — пятидневка (с 08:00) выходные суббота, воскресенье Ежегодный оплачиваемый отпуск — 28 календарных дней",,"Москва, 5-я Кабельная, 1","Полная занятость, сменный график",2015-01-19T13:11:42.967+03:00,63fb50159760e401df79a3f1e4b0eee7
843,Маркетолог-аналитик,"<a itemprop=""hiringOrganization"" href=""/employer/748484""> ПМ Групп Консалт</a>"," ПМ Групп Консалт","от 50 000 руб.","Санкт-Петербург, <span class=""metro-station""><span class=""metro-point"" style=""background: #0078C9""></span>Петроградская</span>","более 6 лет",,,NULL,,,"Санкт-Петербург, м. Петроградская","Полная занятость, полный день",2015-01-19T13:10:02.391+03:00,f003bdfb957689d1a7a7977db135912c
844,Врач-дерматокосметолог,"<a itemprop=""hiringOrganization"" href=""/employer/72615""> Martinex</a>"," Martinex","з/п не указана",Екатеринбург,"3–6 лет",,"Образование: высшее медицинское, интернатура или ординатура по дерматовенерологии, переподготовка по косметологии, наличие действующих сертификатов. Опыт работы врачом-косметологом от 3-х лет. Приветствуется владение методиками: контурной пластикой, мезотерапией, биоревитализацией, применением ботокса, химических пилингов, тредлифтингу, опыт работы на аппаратах фото- и лазерного омоложения кожи и эпиляции. Личные качества: быстрая обучаемость, высокая работоспособность, доброжелательность, коммуникабельность, презентабельный внешний вид, ответственность, умение работать в команде.",NULL,"Возможность обучения и работа на лучших препаратах и лазерах. Корпоративное обучение, возможность профессионального развития и карьерного роста. Полная занятость, с 9.00до 21.00 (фиксированные дни).",,,"Полная занятость, полный день",2015-01-19T13:08:52.833+03:00,c0537d1d81654207a2ba6cc7117d7fc4
845,"Медицинский представитель","<a itemprop=""hiringOrganization"" href=""/employer/583560"">ОАО Татхимфармпрепараты</a>","ОАО Татхимфармпрепараты","з/п не указана","Набережные Челны","1–3 года",,"•высшее профессиональное образование (медицинское или фармацевтическое). Условия: •полный соцпакетАдресКазань, Беломорская, 260Показать на карте­Тип занятостиПолная занятость, полный деньВы откликаетесь на вакансию в другой странеСтрана размещения вакансии — Россия.
                В резюме не указано, что вы готовы туда переехать.Все равно откликнутьсяНе откликатьсяОткликнуться на вакансиюОтклик направлен работодателюСопроводительное письмо к откликуОтменаПроизошла ошибка, попробуйте ещё разПожалуйста, введите сопроводительное письмоОтклик уже просмотрен работодателем.Письмо можно отправить только к непросмотренным резюме.Написать сопроводительное письмоПисьмо отправленоПроизошла ошибка, попробуйте ещё разТвитнутьДата публикации вакансии 20 января 2015РекомендуемПосмотрите другие вакансии из проф. областейМедицина, фармацевтикаМедицинский представитель",NULL,"•полный соцпакетАдресКазань, Беломорская, 260Показать на карте­Тип занятостиПолная занятость, полный деньВы откликаетесь на вакансию в другой странеСтрана размещения вакансии — Россия.
                В резюме не указано, что вы готовы туда переехать.Все равно откликнутьсяНе откликатьсяОткликнуться на вакансиюОтклик направлен работодателюСопроводительное письмо к откликуОтменаПроизошла ошибка, попробуйте ещё разПожалуйста, введите сопроводительное письмоОтклик уже просмотрен работодателем.Письмо можно отправить только к непросмотренным резюме.Написать сопроводительное письмоПисьмо отправленоПроизошла ошибка, попробуйте ещё разТвитнутьДата публикации вакансии 20 января 2015РекомендуемПосмотрите другие вакансии из проф. областейМедицина, фармацевтикаМедицинский представитель",,"Казань, Беломорская, 260","Полная занятость, полный день",2015-01-20T21:23:37.006+03:00,df7fe98ab0408fb91d8b6d67783f0585
846,"Руководитель отдела продаж","<a itemprop=""hiringOrganization"" href=""/employer/1581327"">ООО Гимед СПб</a>","ООО Гимед СПб","з/п не указана","Санкт-Петербург, <span class=""metro-station""><span class=""metro-point"" style=""background: #009A49""></span>Василеостровская</span>","1–3 года",,,NULL,"Работа в успешной компании в активно развивающемся сегменте рынка. Расположение офиса – г.Санкт-Петербург. Полный рабочий день. Заработная плата высокая. С успешным кандидатом обсуждается по результатам собеседования. Компенсация расходов на ГСМ. Обучение. Карьерный рост.",,"Санкт-Петербург, 7-я линия В.О., м. Василеостровская","Полная занятость, полный день",2015-01-19T13:07:39.738+03:00,1537567bceb3616a18133ade2cf116e7
847,"Специалист по продажам","<a itemprop=""hiringOrganization"" href=""/employer/1581327"">ООО Гимед СПб</a>","ООО Гимед СПб","з/п не указана","Санкт-Петербург, <span class=""metro-station""><span class=""metro-point"" style=""background: #009A49""></span>Василеостровская</span>","1–3 года",,,NULL,"Полный рабочий день. Заработная плата высокая. С успешным кандидатом обсуждается по результатам собеседования. Компенсация расходов на ГСМ. Обучение. Карьерный рост.",,"Санкт-Петербург, 7-я линия В.О., м. Василеостровская","Полная занятость, полный день",2015-01-19T13:05:54.344+03:00,107fb97f8643c7e0e793282040e8cad1
848,"Менеджер по работе с клиентами","<a itemprop=""hiringOrganization"" href=""/employer/1533703""> Фармфорвард</a>"," Фармфорвард","з/п не указана","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #0072BA""></span>Молодежная</span>","1–3 года",,"• Высшее образование• Опыт работы от 2-х лет в фармацевтической/медицинской Компании• Опыт работы с государственными контрактами, аукционной документацией• Отличное знание Excel• Инициативность, ориентация на результат, аналитические способности, высокая работоспособность, стрессоустойчивость, ответственность, аккуратность в работе с информацией Условия: • Оформление по ТК РФ• Уровень дохода обсуждается с успешными кандидатами на собеседовании• График работы: пн-пт с 09:00 до 18:00• Комфортабельный офис в БЦ &quot;Гранд Сетунь Плаза&quot;• Место работы: м. Молодежная или Платформа СЕТУНЬ• Работа в команде профессионалов• Возможность карьерного роста• Возможности для совершенствования профессиональных навыковАдресМосква, улица Горбунова, 2, м. МолодежнаяПоказать на карте­Тип занятостиПолная занятость, полный деньВы откликаетесь на вакансию в другой странеСтрана размещения вакансии — Россия.
                В резюме не указано, что вы готовы туда переехать.Все равно откликнутьсяНе откликатьсяОткликнуться на вакансиюОтклик направлен работодателюСопроводительное письмо к откликуОтменаПроизошла ошибка, попробуйте ещё разПожалуйста, введите сопроводительное письмоОтклик уже просмотрен работодателем.Письмо можно отправить только к непросмотренным резюме.Написать сопроводительное письмоПисьмо отправленоПроизошла ошибка, попробуйте ещё разТвитнутьДата публикации вакансии 19 января 2015РекомендуемПосмотрите другие вакансии из проф. областейМедицина, фармацевтикаМедицинский представительЛекарственные препаратыПродажи",NULL,"• Оформление по ТК РФ• Уровень дохода обсуждается с успешными кандидатами на собеседовании• График работы: пн-пт с 09:00 до 18:00• Комфортабельный офис в БЦ &quot;Гранд Сетунь Плаза&quot;• Место работы: м. Молодежная или Платформа СЕТУНЬ• Работа в команде профессионалов• Возможность карьерного роста• Возможности для совершенствования профессиональных навыковАдресМосква, улица Горбунова, 2, м. МолодежнаяПоказать на карте­Тип занятостиПолная занятость, полный деньВы откликаетесь на вакансию в другой странеСтрана размещения вакансии — Россия.
                В резюме не указано, что вы готовы туда переехать.Все равно откликнутьсяНе откликатьсяОткликнуться на вакансиюОтклик направлен работодателюСопроводительное письмо к откликуОтменаПроизошла ошибка, попробуйте ещё разПожалуйста, введите сопроводительное письмоОтклик уже просмотрен работодателем.Письмо можно отправить только к непросмотренным резюме.Написать сопроводительное письмоПисьмо отправленоПроизошла ошибка, попробуйте ещё разТвитнутьДата публикации вакансии 19 января 2015РекомендуемПосмотрите другие вакансии из проф. областейМедицина, фармацевтикаМедицинский представительЛекарственные препаратыПродажи",,"Москва, улица Горбунова, 2, м. Молодежная","Полная занятость, полный день",2015-01-19T13:05:12.805+03:00,c96b755bd479a8df8ad74133b34bf75a
849,Врач-гинеколог-эндокринолог,"<a itemprop=""hiringOrganization"" href=""/employer/44611""> НИАРМЕДИК ПЛЮС</a>"," НИАРМЕДИК ПЛЮС","от 60 000 руб.",Москва,"3–6 лет",,"Высшее медицинское образование Действующий сертификат Опыт работы - от 5 лет Знание современных методов профилактики, диагностики, лечения и реабилитации Доброжелательность, исполнительность, профессионализм",NULL,"График работы: 6 дней по 6 часов (работа в один из выходных дней) Оформление по ТК РФ, полный соц.пакет Заработная плата - от 60 000р. Льготная система медицинского обслуживания Место работы: м. Тимирязевская, м. Щукинская",,,"Полная занятость, сменный график",2015-01-19T13:04:04.473+03:00,240df68b3df88aec329816c6e0b4eb44
850,"Медицинская сестра/медицинский брат по массажу","<a itemprop=""hiringOrganization"" href=""/employer/1188960""> ГАУЗ Городская клиническая больница №16</a>"," ГАУЗ Городская клиническая больница №16","от 14 000 руб.",Казань,"не требуется",,,NULL,,,"Казань, улица Гагарина, 121","Полная занятость, полный день",2015-01-19T13:04:02.912+03:00,3a69d15027cc80db2e1fcd9b5c74870d
851,"Региональный менеджер","<a itemprop=""hiringOrganization"" href=""/employer/1542198"">ООО САНБИОФАРМ</a>","ООО САНБИОФАРМ","з/п не указана","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #943E90""></span>Рязанский проспект</span>","3–6 лет",,"высшее образование (желательно медицинское /фармацевтическое/биологическое); опыт работы региональным менеджером от 3 лет; владение навыками продаж, ведения переговоров, презентаций; коммуникабельность, активная жизненная позиция, ориентированность на результат, умение убеждать, ответственность;",NULL,,,,"Полная занятость, полный день",2015-01-20T20:32:41.589+03:00,d77cab72e63f580e3b13771d5193601a
852,"Менеджер по продажам","<a itemprop=""hiringOrganization"" href=""/employer/44611""> НИАРМЕДИК ПЛЮС</a>"," НИАРМЕДИК ПЛЮС","з/п не указана",Москва,"3–6 лет","Продвижение и продажа инновационной медицинской услуги по применению клеточной терапии в лечении широкого спектра заболеваний Организация визитов заинтересованных лиц в клинику","Высшее медицинское/фармацевтическое образование (или другое при наличии опыта работы в продажах на рынке медицинских услуг) Опыт работы в сфере продаж медицинских услуг - от 2х лет Навыки проведения переговоров, презентаций Развитые лидерские качества, целеустремленность",NULL,"Свободный график, возможно совмещение с другой работой/ лечебной практикой Заработная плата - % от сделки Дополнительные условия и соц.пакет обсуждаются с каждым кандидатом персонально",,,"Частичная занятость, гибкий график",2015-01-19T13:03:53.730+03:00,4ab72da5e15d26a74d97adcea3d9bfaf
853,"Ассистент продакт-менеджера","<a itemprop=""hiringOrganization"" href=""/employer/44611""> НИАРМЕДИК ПЛЮС</a>"," НИАРМЕДИК ПЛЮС","от 35 000 до 45 000 руб.",Москва,"1–3 года","Координация процесса архивирования утвержденных промо-материалов Организация оплат по продуктовым активностям (подготовка договоров, счетов, закрывающих документов, сдача документов в бухгалтерию, контроль выполнения продуктового бюджета) Обновление ежемесячных отчетов по брендам, согласно разработанному шаблону Сверка отчетов аптечных сетей","Образование - высшее медицинское или фармацевтическое (обязательно!!) Желателен опыт работы медицинским представителем Умение работать с большим объемом информации в режиме многозадачности Грамотная устная и письменная речь, опыт ведения телефонных переговоров Уверенный пользователь ПК (Excel, Power Point, Word, Outlook, Internet) Знание иностранных языков приветствуется Целеустремленность, настойчивость, самостоятельность, инициативность, стрессоустойчивость, работоспособность, гибкость, коммуникабельность",NULL,"График работы - 5/2 Оформление по ТК РФ Официальный доход Соц.пакет Корпоративная мобильная связь Льготная система медицинского обслуживания Место работы - м.Аэропорт/ Полежаевская",,"Москва, улица Авиаконструктора Микояна, 12","Полная занятость, полный день",2015-01-19T13:03:48.246+03:00,9daf53e09b4f105084f94c6f0e45f63a
854,"Менеджер по продажам медицинских услуг","<a itemprop=""hiringOrganization"" href=""/employer/44611""> НИАРМЕДИК ПЛЮС</a>"," НИАРМЕДИК ПЛЮС","от 40 000 руб.","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #ADACAC""></span>Тимирязевская</span>","1–3 года","Продажа программ медицинского обслуживания по телефону и при личных встречах Курирование пациентов в период обслуживания","Образование - высшее/ среднее специальное (медицинское - как плюс) Опыт работы в сфере продаж - не менее 2х лет Владение техникой продаж Знание этики делового общения, правил составления делового письма Уверенный пользователь ПК (Excel, Word), офисной техники Грамотная устная и письменная речь, коммуникабельность, доброжелательность, клиентоориентированность, нацеленность на результат",NULL,"График работы - 2/2, 9:00 - 21:00 Оформление в соответствии с ТК РФ Заработная плата - оклад +% Соц.пакет Система льготного медицинского обслуживания Место работы - м.Тимирязевская",,,"Полная занятость, сменный график",2015-01-19T13:03:43.677+03:00,ca58f9367882785e0e4484fbbd3bb5c8
855,Врач-терапевт,"<a itemprop=""hiringOrganization"" href=""/employer/44611""> НИАРМЕДИК ПЛЮС</a>"," НИАРМЕДИК ПЛЮС","от 50 000 руб.",Москва,"3–6 лет",,"Высшее медицинское образование Наличие сертификата врача терапевта Стаж работы - от 5 лет Опыт работы в коммерческих мед.центрах приветствуется Знание стандартов диагностики и оказания медицинской помощи на терапевтическом приеме в амбулаторных условиях Доброжелательность, исполнительность, профессионализм",NULL,,,,"Полная занятость, сменный график",2015-01-19T13:03:38.924+03:00,8a7bb5eff939dc538aca979b5f764b09
856,"Врач-оториноларинголог детский","<a itemprop=""hiringOrganization"" href=""/employer/44611""> НИАРМЕДИК ПЛЮС</a>"," НИАРМЕДИК ПЛЮС","з/п не указана",Москва,"3–6 лет",,"Высшее медицинское образование Наличие действующего сертификата обязательно Опыт работы в коммерческих мед.центрах приветствуется Доброжелательность, исполнительность, профессионализм",NULL,"Место работы: м. Тимирязевская График работы: совместительство (1-3 раза в неделю, включая субботу или воскресенье) Оформление по ТК РФ, полный соц.пакет Льготная система медицинского обслуживания для сотрудников клиники и их родственников",,,"Частичная занятость, сменный график",2015-01-19T13:03:26.388+03:00,f93a1c35d86e498e1c865e6bc6d5f511
857,Врач-невролог,"<a itemprop=""hiringOrganization"" href=""/employer/12240""> БУДЬ ЗДОРОВ, Клиника</a>"," БУДЬ ЗДОРОВ, Клиника","от 39 000 руб.",Санкт-Петербург,"1–3 года",,"Высшее профильное образование, наличие действующего сертификата. Опыт работы от 2 лет. Уверенный пользователь ПК. Личные качества: внимательное и приветливое отношение к пациентам, коммуникабельность. Опыт работы в системе ДМС будет Вашим преимуществом.",NULL,"Работа в крупном медицинском центре. Оформление по ТК, официальная заработная плата, соблюдение социальных гарантий, ДМС. Заработная плата 39000 + премии. Рассматривается совместительство.",,"Санкт-Петербург, Лиговский проспект, д. 274 А","Полная занятость, сменный график",2015-01-20T20:16:51.766+03:00,a2b3baae73f539f0b0990986ce6bcded
